Dynamic typing,commit_size
(20, 1024)
(4, 146)
(2, 638)
(4, 427)
(4, 161)
(5, 152)
(2, 134)
(2, 357)
(2, 103)
(2, 78)
(6, 1102)
(3, 94)
(2, 350)
(4, 440)
(2, 88)
(27, 1976)
(2, 32)
(2, 4)
(3, 2)
(2, 7)
(2, 2)
(2, 3)
(3, 2)
(4, 67)
(2, 4)
(4, 17)
(6, 9)
(2, 1)
(2, 1)
(13, 10)
(3, 22)
(4, 25)
(3, 2)
(4, 60)
(2, 5)
(2, 2)
(4, 114)
(2, 2)
(4, 32)
(2, 10)
(2, 2)
(7, 14)
(2, 1)
(6, 75)
(2, 5)
(2, 63)
(2, 64)
(6, 2)
(4, 25)
(3, 22)
(6, 2)
(6, 2)
(2, 1)
(2, 11)
(3, 429)
(2, 188)
(4, 347)
(2, 2)
(5, 2)
(6, 10)
(14, 350)
(2, 714)
(4, 1963)
(2, 364)
(6, 380)
(6, 207)
(10, 200)
(4, 127)
(5, 317)
(18, 552)
(2, 184)
(3, 435)
(4, 548)
(2, 242)
(3, 174)
(5, 477)
(2, 428)
(2, 446)
(2, 134)
(4, 201)
(2, 211)
(7, 2999)
(2, 119)
(6, 706)
(8, 473)
(2, 332)
(2, 296)
(6, 73)
(2, 89)
(2, 782)
(8, 325)
(2, 230)
(6, 1376)
(6, 252)
(16, 1465)
(2, 395)
(13, 515)
(2, 80)
(3, 308)
(2, 98)
(2, 300)
(4, 475)
(2, 268)
(8, 132)
(8, 840)
(2, 251)
(2, 582)
(5, 553)
(3, 385)
(2, 340)
(2, 534)
(2, 253)
(4, 792)
(2, 217)
(5, 199)
(4, 93)
(2, 110)
(2, 367)
(2, 310)
(2, 821)
(3, 458)
(2, 197)
(3, 213)
(9, 201)
(13, 1297)
(6, 691)
(2, 150)
(3, 114)
(2, 114)
(4, 491)
(5, 533)
(12, 458)
(2, 326)
(4, 263)
(6, 664)
(2, 601)
(2, 168)
(2, 147)
(2, 675)
(2, 744)
(4, 461)
(2, 387)
(3, 666)
(7, 340)
(2, 265)
(90, 1639)
(6, 209)
(2, 156)
(2, 317)
(2, 289)
(2, 583)
(3, 425)
(8, 226)
(2, 292)
(2, 155)
(3, 273)
(4, 434)
(2, 409)
(4, 422)
(6, 435)
(5, 747)
(2, 85)
(8, 472)
(5, 382)
(4, 702)
(20, 1027)
(4, 147)
(2, 639)
(4, 427)
(4, 440)
(5, 153)
(2, 357)
(2, 150)
(2, 78)
(6, 1102)
(2, 193)
(5, 505)
(3, 96)
(2, 350)
(2, 88)
(27, 2008)
(2, 21)
(2, 25)
(2, 4)
(2, 4)
(4, 198)
(4, 138)
(4, 613)
(2, 445)
(6, 685)
(2, 320)
(2, 1)
(7, 2)
(4, 2)
(8, 1)
(2, 1)
(2, 2)
(2, 1)
(14, 48)
(4, 19)
(2, 22)
(2, 130)
(2, 30)
(4, 3)
(4, 3)
(2, 10)
(4, 26)
(2, 6)
(13, 9)
(6, 10)
(2, 52)
(8, 57)
(4, 8)
(2, 2)
(2, 1)
(7, 6)
(6, 4)
(2, 4)
(2, 38)
(7, 11)
(4, 281)
(2, 383)
(7, 1168)
(4, 136)
(2, 166)
(2, 123)
(2, 96)
(2, 4)
(2, 11)
(2, 1)
(2, 39)
(2, 2)
(5, 70)
(2, 4)
(2, 2)
(2, 2)
(2, 4)
(6, 6)
(8, 27)
(2, 42)
(2, 2)
(6, 43)
(2, 7)
(8, 27)
(2, 42)
(2, 2)
(6, 43)
(2, 7)
(2, 9)
(2, 32)
(2, 11)
(2, 2)
(7, 45)
(6, 12)
(4, 14)
(6, 12)
(4, 14)
(2, 23)
(27, 30)
(14, 40)
(3, 48)
(4, 524)
(4, 26)
(2, 80)
(2, 88)
(2, 99)
(4, 11)
(8, 28)
(4, 110)
(2, 35)
(13, 63)
(6, 41)
(2, 242)
(8, 1)
(4, 434)
(2, 2)
(2, 5)
(6, 263)
(7, 659)
(2, 180)
(6, 279)
(2, 24)
(2, 30)
(3, 273)
(2, 282)
(14, 40)
(3, 48)
(4, 516)
(2, 165)
(4, 26)
(2, 80)
(2, 57)
(2, 99)
(4, 11)
(4, 105)
(2, 8)
(13, 18)
(6, 41)
(2, 242)
(4, 245)
(2, 2)
(6, 263)
(7, 102)
(8, 26)
(6, 279)
(2, 3)
(2, 30)
(3, 261)
(2, 264)
(14, 40)
(3, 48)
(4, 516)
(2, 165)
(4, 26)
(2, 80)
(2, 57)
(2, 99)
(4, 11)
(4, 105)
(2, 8)
(13, 18)
(6, 41)
(2, 242)
(4, 245)
(2, 2)
(6, 263)
(7, 102)
(8, 26)
(6, 279)
(2, 3)
(2, 30)
(3, 261)
(2, 264)
(6, 1)
(6, 2)
(5, 66)
(2, 8)
(5, 2)
(2, 4)
(18, 15)
(2, 4)
(3, 4)
(2, 2)
(4, 3)
(20, 49)
(90, 31)
(4, 42)
(5, 5)
(3, 10)
(5, 5)
(2, 4)
(2, 4)
(2, 2)
(2, 1)
(12, 1)
(4, 1)
(2, 1)
(2, 1)
(4, 1)
(2, 2)
(4, 1)
(4, 3)
(2, 1)
(2, 1)
(5, 1)
(2, 1)
(6, 9)
(2, 1)
(8, 1)
(8, 2)
(2, 1)
(13, 2)
(7, 1)
(2, 2)
(4, 38)
(2, 11)
(6, 55)
(2, 137)
(2, 8)
(2, 24)
(2, 62)
(2, 102)
(4, 29)
(8, 51)
(6, 2)
(6, 380)
(2, 296)
(2, 155)
(5, 382)
(4, 128)
(8, 472)
(13, 1297)
(2, 782)
(6, 4)
(2, 123)
(4, 1)
(4, 1)
(4, 863)
(2, 2)
(2, 16)
(2, 16)
(2, 13)
(2, 123)
(5, 505)
(3, 458)
(4, 702)
(4, 490)
(2, 10)
(2, 16)
(2, 10)
(27, 18)
(14, 338)
(2, 616)
(4, 1677)
(2, 328)
(10, 200)
(2, 184)
(4, 516)
(5, 477)
(2, 428)
(2, 446)
(4, 211)
(7, 2562)
(2, 118)
(8, 453)
(2, 332)
(8, 324)
(2, 230)
(6, 1257)
(6, 252)
(2, 395)
(13, 452)
(2, 268)
(8, 108)
(2, 251)
(5, 152)
(2, 621)
(3, 385)
(2, 327)
(4, 792)
(2, 96)
(2, 364)
(2, 310)
(2, 741)
(9, 201)
(6, 524)
(2, 150)
(5, 533)
(2, 312)
(6, 664)
(2, 168)
(2, 119)
(2, 700)
(4, 451)
(2, 409)
(90, 1636)
(6, 208)
(2, 317)
(2, 267)
(2, 580)
(3, 395)
(8, 226)
(4, 82)
(2, 292)
(4, 422)
(6, 435)
(4, 146)
(2, 638)
(2, 134)
(2, 151)
(6, 1102)
(2, 193)
(2, 350)
(27, 1988)
(2, 39)
(2, 39)
(18, 1)
(2, 1)
(6, 2)
(4, 2)
(2, 2)
(2, 3)
(2, 185)
(2, 1)
(4, 7)
(3, 3)
(3, 21)
(7, 3)
(6, 1)
(2, 3)
(20, 47)
(2, 7)
(5, 4)
(3, 1)
(4, 13)
(90, 28)
(5, 9)
(5, 3)
(6, 2)
(8, 4)
(5, 2)
(2, 8)
(8, 33)
(2, 1)
(2, 1)
(2, 310)
(2, 114)
(4, 22)
(14, 151)
(2, 37)
(13, 2)
(13, 2)
(2, 23)
(2, 18)
(2, 8)
(5, 2)
(14, 336)
(2, 714)
(4, 1974)
(2, 364)
(6, 380)
(6, 205)
(10, 200)
(4, 136)
(5, 317)
(2, 186)
(2, 76)
(4, 672)
(2, 242)
(5, 497)
(2, 470)
(4, 127)
(6, 697)
(2, 446)
(2, 133)
(4, 202)
(7, 3005)
(2, 120)
(6, 706)
(2, 78)
(8, 473)
(2, 296)
(2, 332)
(2, 89)
(2, 320)
(2, 230)
(2, 123)
(6, 252)
(2, 396)
(2, 188)
(20, 1027)
(2, 98)
(2, 98)
(4, 475)
(2, 268)
(8, 132)
(18, 552)
(4, 613)
(2, 254)
(2, 592)
(3, 433)
(3, 385)
(2, 782)
(2, 371)
(2, 534)
(4, 352)
(4, 792)
(2, 217)
(4, 94)
(2, 110)
(2, 367)
(2, 310)
(4, 142)
(3, 458)
(9, 201)
(7, 1167)
(2, 166)
(13, 1297)
(2, 384)
(6, 691)
(2, 150)
(4, 491)
(5, 533)
(12, 458)
(2, 326)
(6, 687)
(2, 861)
(2, 601)
(2, 172)
(2, 147)
(2, 677)
(2, 806)
(4, 461)
(3, 666)
(7, 340)
(90, 1639)
(2, 445)
(6, 209)
(8, 322)
(2, 317)
(2, 289)
(2, 583)
(3, 425)
(8, 236)
(2, 292)
(2, 155)
(2, 392)
(2, 258)
(3, 273)
(6, 1387)
(4, 435)
(2, 409)
(4, 263)
(2, 100)
(4, 422)
(6, 435)
(4, 281)
(5, 747)
(2, 85)
(8, 472)
(5, 382)
(4, 702)
(4, 147)
(2, 639)
(4, 440)
(13, 549)
(5, 153)
(2, 171)
(6, 1102)
(2, 193)
(5, 505)
(3, 96)
(2, 350)
(2, 944)
(27, 2008)
(2, 122)
(2, 88)
(6, 2)
(5, 2)
(6, 3)
(2, 34)
(2, 251)
(2, 118)
(2, 37)
(2, 8)
(2, 269)
(2, 292)
(5, 479)
(3, 129)
(4, 296)
(6, 349)
(2, 162)
(2, 118)
(2, 37)
(2, 8)
(2, 269)
(2, 292)
(5, 479)
(2, 27)
(4, 408)
(2, 48)
(2, 1)
(8, 48)
(8, 4)
(4, 52)
(7, 919)
(2, 74)
(2, 92)
(13, 452)
(6, 116)
(2, 54)
(2, 472)
(4, 22)
(2, 114)
(14, 151)
(2, 2)
(4, 2)
(14, 273)
(2, 233)
(4, 1535)
(2, 328)
(6, 194)
(10, 200)
(5, 316)
(18, 550)
(3, 435)
(4, 524)
(2, 265)
(2, 241)
(3, 174)
(5, 479)
(2, 37)
(2, 211)
(7, 1955)
(2, 118)
(6, 703)
(8, 453)
(2, 332)
(6, 73)
(2, 88)
(8, 277)
(2, 230)
(6, 1070)
(6, 252)
(16, 1465)
(2, 395)
(3, 308)
(2, 97)
(2, 300)
(4, 474)
(2, 269)
(8, 106)
(8, 840)
(2, 551)
(5, 553)
(2, 253)
(3, 385)
(2, 303)
(2, 533)
(4, 792)
(2, 216)
(5, 199)
(4, 66)
(2, 62)
(2, 364)
(2, 651)
(2, 197)
(3, 213)
(9, 201)
(6, 425)
(3, 114)
(2, 114)
(5, 533)
(12, 457)
(2, 312)
(4, 263)
(6, 664)
(2, 599)
(2, 169)
(2, 106)
(2, 8)
(2, 614)
(4, 451)
(3, 664)
(7, 339)
(90, 1636)
(6, 208)
(2, 156)
(2, 317)
(2, 253)
(2, 578)
(3, 312)
(8, 226)
(2, 292)
(2, 386)
(2, 409)
(4, 422)
(6, 435)
(5, 744)
(2, 85)
(2, 446)
(20, 1024)
(4, 146)
(2, 638)
(4, 427)
(4, 161)
(5, 152)
(2, 134)
(2, 357)
(2, 103)
(2, 78)
(6, 1102)
(3, 94)
(2, 350)
(4, 440)
(2, 88)
(27, 1976)
(2, 2)
(2, 5)
(6, 4)
(2, 4)
(2, 2)
('models', 'commit_size', 'Pearsonr', 0.28005720427660663, 4.0955739449701536e-55)
Dynamic typing,commit_size
(3, 3)
(5, 1)
(5, 11)
(10, 8)
(4, 162)
(10, 290)
(2, 123)
(14, 21)
(8, 17)
(6, 384)
(4, 8)
(2, 31)
(10, 6)
(2, 1)
(5, 4)
(8, 11)
(10, 170)
(8, 2)
(2, 4)
(2, 4)
(4, 25)
(2, 4)
(16, 30)
(2, 41)
(2, 4)
(2, 4)
(10, 25)
(2, 41)
(2, 324)
(8, 268)
(2, 1)
(4, 18)
(4, 2)
(10, 15)
(2, 206)
(16, 180)
(2, 92)
(2, 2)
(2, 4)
(4, 12)
(2, 33)
(2, 2)
(8, 187)
(2, 73)
(4, 120)
(2, 3)
(2, 29)
(5, 7)
(2, 3)
(2, 141)
(8, 2)
(6, 6)
(6, 83)
(5, 162)
(8, 4)
(14, 82)
(2, 2)
(3, 16)
(4, 2)
(4, 534)
(2, 30)
(2, 94)
(2, 2)
(8, 12)
(2, 106)
(8, 832)
(2, 8)
(2, 103)
(2, 100)
(2, 20)
(2, 13)
(3, 4)
(19, 74)
(10, 152)
(3, 13)
(10, 3)
(2, 10)
(14, 5)
(16, 11)
(2, 5)
(19, 49)
(8, 10)
(10, 8)
(4, 2)
(4, 184)
(2, 20)
(8, 10)
(4, 2)
(8, 13)
(10, 65)
(14, 17)
(4, 14)
(19, 28)
(2, 6)
(16, 8)
(2, 2)
(2, 2)
(2, 17)
(4, 7)
(2, 8)
(4, 2)
(2, 15)
(2, 124)
(4, 13)
(8, 10)
(2, 2)
(2, 6)
(2, 8)
(2, 15)
(2, 124)
(2, 2)
(2, 6)
(4, 10)
(6, 14)
(2, 3)
(5, 3)
(2, 2)
(2, 13)
(2, 2)
(2, 3)
(2, 2)
(2, 11)
(2, 4)
(8, 159)
(2, 30)
(8, 1)
(6, 4)
(3, 5)
(2, 6)
(8, 2)
(4, 50)
(10, 5)
(2, 2)
(6, 2)
(14, 2)
(2, 2)
(2, 2)
(4, 159)
(4, 20)
(8, 284)
(10, 4)
(2, 2)
(19, 10)
(2, 62)
(3, 11)
(8, 109)
(10, 25)
(6, 3)
(2, 1)
(16, 4)
(19, 13)
(2, 1)
(10, 4)
(4, 139)
(4, 46)
(4, 104)
(16, 128)
(2, 19)
(8, 181)
(10, 30)
(14, 3)
(4, 69)
(2, 7)
(16, 43)
(2, 28)
(4, 34)
(10, 53)
(2, 1)
(2, 8)
(16, 31)
(2, 13)
(4, 40)
(6, 6)
(2, 145)
(8, 416)
(19, 24)
(2, 4)
(16, 3)
(2, 14)
(2, 2)
(2, 9)
(2, 2)
(10, 2)
(2, 13)
(6, 50)
(2, 6)
(2, 8)
(19, 1)
(14, 56)
(2, 8)
(4, 54)
(2, 57)
(10, 7)
(8, 2)
(5, 12)
(2, 8)
(5, 12)
(8, 13)
(2, 8)
(4, 16)
(8, 17)
(6, 4)
(14, 4)
(2, 63)
(2, 15)
(16, 2)
(10, 2)
(2, 69)
(5, 166)
(2, 94)
(5, 4)
(2, 106)
(8, 9)
(2, 109)
(2, 2)
(2, 8)
(8, 4)
(6, 6)
(2, 2)
(2, 2)
(16, 55)
(2, 2)
(8, 32)
(4, 2)
(5, 3)
(2, 8)
(3, 12)
(2, 2)
(8, 98)
(2, 2)
(3, 8)
(10, 4)
(8, 28)
(2, 4)
(3, 8)
(10, 4)
(4, 32)
(8, 6)
(8, 4)
(5, 3)
(2, 2)
(2, 2)
(3, 12)
(2, 4)
(2, 10)
(4, 2)
(8, 92)
(16, 55)
(2, 2)
(4, 235)
(4, 20)
(10, 3)
(4, 57)
(4, 38)
(4, 14)
(4, 30)
(4, 6)
(4, 8)
(10, 3)
(2, 71)
(10, 13)
(2, 11)
(14, 41)
(10, 2)
(2, 71)
(2, 4)
(14, 5)
(10, 11)
(2, 7)
(14, 40)
(10, 92)
(14, 22)
(3, 1)
(8, 3)
(8, 14)
(4, 63)
(4, 11)
(2, 284)
(8, 4)
(2, 4)
(2, 7)
(14, 40)
(3, 1)
(8, 3)
(4, 3)
(10, 11)
(4, 235)
(14, 5)
(4, 57)
(8, 16)
(10, 30)
(2, 7)
(5, 6)
(2, 22)
(4, 127)
(2, 22)
(2, 7)
(2, 36)
(2, 4)
(4, 63)
(10, 92)
(8, 14)
(4, 8)
(2, 284)
(14, 22)
(2, 22)
(2, 22)
(8, 16)
(2, 22)
(10, 7)
(4, 23)
(2, 2)
(4, 19)
(2, 38)
(10, 7)
(4, 23)
(2, 2)
(4, 19)
(2, 38)
(4, 7)
(4, 23)
(4, 12)
(2, 25)
(10, 7)
(2, 13)
(8, 319)
(8, 74)
(2, 13)
(2, 4)
(2, 83)
(4, 76)
(2, 6)
(19, 160)
(3, 50)
(16, 175)
(10, 168)
(4, 975)
(2, 10)
(2, 139)
(5, 2)
(2, 6)
(4, 68)
(10, 6)
(2, 3)
(2, 67)
(10, 25)
(10, 4)
(2, 22)
(8, 72)
(2, 4)
(16, 4)
(3, 50)
(10, 4)
(10, 3)
(3, 38)
(16, 5)
(2, 6)
(2, 15)
(8, 103)
(10, 12)
(2, 22)
(19, 7)
(2, 6)
(2, 6)
(10, 2)
(2, 6)
(2, 2)
(16, 78)
(2, 36)
(2, 366)
(14, 442)
(2, 41)
(4, 13)
(2, 6)
(2, 68)
(5, 2)
(2, 30)
(6, 50)
(2, 31)
(4, 4)
(8, 431)
(2, 35)
(2, 27)
(4, 37)
(3, 2)
(19, 82)
(10, 266)
(2, 6)
(10, 77)
(2, 39)
(14, 435)
(2, 11)
(10, 159)
(6, 35)
(2, 20)
(2, 19)
(2, 18)
(2, 4)
(2, 26)
(10, 124)
(2, 315)
(2, 4)
(2, 4)
(10, 124)
(2, 315)
(2, 5)
(2, 3)
(10, 2)
(14, 46)
(5, 2)
(2, 6)
(2, 8)
(2, 11)
(2, 2)
(2, 2)
(2, 11)
(2, 8)
(2, 5)
(2, 3)
(4, 4)
(2, 20)
(14, 102)
(4, 7)
(19, 10)
(10, 21)
(6, 8)
(14, 4)
(2, 8)
(19, 17)
(2, 24)
(10, 15)
(2, 10)
(2, 2)
(10, 2)
(6, 8)
(2, 8)
(14, 4)
(6, 8)
(2, 8)
(14, 4)
(19, 17)
(2, 12)
(14, 4)
(16, 112)
(2, 41)
(2, 4)
(2, 217)
(8, 52)
(2, 4)
(4, 19)
(2, 171)
(5, 4)
(2, 1)
(8, 2)
(6, 14)
(6, 6)
(14, 281)
(3, 315)
(4, 84)
(8, 30)
(8, 182)
(2, 37)
(2, 1)
(4, 38)
(3, 47)
(19, 210)
(10, 209)
(2, 17)
(2, 17)
(10, 4)
(3, 8)
(2, 67)
(4, 2)
(8, 32)
(10, 30)
(8, 52)
(6, 6)
(5, 4)
(2, 4)
(19, 20)
(3, 4)
(2, 4)
(2, 14)
(2, 17)
(10, 5)
(19, 16)
(2, 12)
(8, 104)
(10, 39)
(14, 231)
(2, 14)
(3, 35)
(4, 84)
(19, 6)
(3, 313)
(2, 30)
(16, 34)
(6, 8)
(2, 25)
(4, 17)
(2, 71)
(10, 72)
(2, 30)
(8, 350)
(8, 25)
(6, 250)
(8, 256)
(14, 367)
(2, 82)
(2, 37)
(6, 1)
(2, 62)
(2, 8)
(3, 201)
(2, 30)
(19, 186)
(2, 68)
(16, 133)
(4, 27)
(10, 195)
(4, 55)
(2, 150)
(2, 62)
(2, 2)
(4, 130)
(5, 2)
(2, 28)
(8, 61)
(2, 78)
(2, 77)
(10, 9)
(2, 5)
(2, 19)
(14, 67)
(8, 349)
(10, 24)
(14, 2)
(2, 8)
(4, 11)
(19, 64)
(3, 52)
(2, 21)
(16, 100)
(6, 6)
(2, 17)
(4, 2)
(2, 31)
(10, 19)
(14, 9)
(16, 5)
(2, 1)
(19, 3)
(14, 15)
(19, 2)
(2, 6)
(2, 15)
(10, 4)
(2, 4)
(6, 297)
(2, 29)
(5, 114)
(2, 105)
(2, 247)
(2, 108)
(2, 51)
(2, 4)
(10, 128)
(14, 710)
(4, 2)
(2, 95)
(19, 223)
(4, 13)
(2, 66)
(10, 5)
(4, 2)
(10, 315)
(14, 201)
(2, 3)
(4, 89)
(2, 3)
(19, 87)
(2, 2)
(16, 49)
(4, 105)
(2, 73)
(2, 581)
(10, 19)
(2, 40)
(4, 3)
(4, 4)
(10, 8)
(8, 9)
(6, 223)
(5, 2)
(14, 3)
(2, 82)
(2, 76)
(2, 68)
(2, 8)
(2, 77)
(16, 38)
(2, 24)
(2, 4)
(2, 8)
(10, 19)
(2, 4)
(2, 15)
(4, 17)
(14, 79)
(10, 34)
(2, 2)
(14, 1105)
(2, 1)
(10, 39)
(2, 196)
(2, 26)
(4, 102)
(10, 92)
(14, 23)
(2, 370)
(4, 20)
(16, 8)
(19, 8)
(10, 143)
(14, 49)
(2, 3)
(4, 22)
(2, 3)
(19, 86)
(2, 2)
(16, 49)
(4, 103)
(2, 73)
(2, 361)
(10, 7)
(10, 7)
(2, 3)
(2, 3)
(2, 3)
(2, 3)
(2, 3)
(2, 3)
(10, 4)
(14, 4)
(4, 11)
(3, 52)
(16, 7)
(6, 6)
(2, 21)
(2, 17)
(2, 21)
(2, 21)
(6, 4)
(2, 4)
(2, 6)
(2, 10)
(2, 88)
(4, 8)
(14, 742)
(2, 4)
(16, 116)
(10, 506)
(4, 116)
(2, 8)
(2, 21)
(4, 7)
(4, 17)
(4, 35)
(10, 9)
(10, 51)
(14, 164)
(10, 6)
(14, 102)
(6, 4)
(14, 412)
(2, 6)
(2, 10)
(2, 40)
(2, 4)
(16, 12)
(10, 423)
(4, 2)
(2, 8)
(2, 4)
(10, 9)
(8, 29)
(6, 27)
(2, 33)
(2, 6)
(2, 46)
(4, 36)
(2, 17)
(3, 1)
(16, 91)
(10, 105)
(2, 36)
(2, 59)
(2, 12)
(10, 7)
(2, 6)
(6, 4)
(14, 394)
(2, 6)
(2, 10)
(2, 40)
(4, 1)
(2, 4)
(16, 1)
(10, 402)
(4, 2)
(2, 8)
(2, 4)
(6, 4)
(2, 4)
(2, 4)
(2, 8)
(2, 6)
(2, 10)
(8, 6)
(6, 346)
(2, 167)
(2, 41)
(2, 49)
(2, 240)
(4, 2)
(2, 108)
(16, 8)
(10, 10)
(2, 297)
(8, 97)
(2, 100)
(8, 2)
(10, 2)
(10, 6)
(10, 91)
(2, 7)
(8, 199)
(2, 6)
(16, 22)
(6, 22)
(4, 8)
(2, 1)
(2, 29)
(4, 244)
(16, 225)
(2, 204)
(2, 152)
(8, 979)
(10, 849)
(6, 294)
(3, 28)
(2, 148)
(8, 74)
(2, 67)
(2, 164)
(19, 9)
(6, 378)
(10, 764)
(2, 110)
(6, 378)
(10, 764)
(2, 110)
(6, 378)
(10, 764)
('auto-sklearn', 'commit_size', 'Pearsonr', 0.1533191958768784, 2.054631455225775e-05)
